tick,timestamp,weather_pattern,tariff,actual_inflow,expected_inflow,actual_cost,forecast_optimizer_cost,cost_delta_optimizer_minus_actual,actual_ending_volume,forecast_optimizer_ending_volume,actual_pumped,forecast_optimizer_pumped,actual_warnings,forecast_optimizer_warnings
1379,2026-06-29T17:00:00+00:00,severe_wet_afternoon,302.47,12.66,12.8949,2419.76,3629.64,1209.88,52.90,228.90,8.00,12.00,,
1380,2026-06-29T17:30:00+00:00,severe_wet_afternoon,302.47,12.54,13.5648,1209.88,4839.52,3629.64,61.44,225.44,4.00,16.00,,
1381,2026-06-29T18:00:00+00:00,severe_wet_afternoon,302.47,12.61,13.6165,6049.40,3629.64,-2419.76,54.05,226.05,20.00,12.00,,
1382,2026-06-29T18:30:00+00:00,severe_wet_afternoon,302.47,12.69,13.7145,0.00,4839.52,4839.52,66.74,222.74,0.00,16.00,,
1383,2026-06-29T19:00:00+00:00,severe_wet_afternoon,302.47,4.91,5.3764,4839.52,1209.88,-3629.64,55.65,223.65,16.00,4.00,,
1384,2026-06-29T19:30:00+00:00,severe_wet_afternoon,302.47,4.84,5.1061,1209.88,1209.88,0.00,56.49,224.49,4.00,4.00,,
1385,2026-06-29T20:00:00+00:00,severe_wet_afternoon,277.06,4.94,5.1465,2216.48,2216.48,0.00,53.43,221.43,8.00,8.00,,
1386,2026-06-29T20:30:00+00:00,severe_wet_afternoon,277.06,4.84,5.1375,1108.24,1108.24,0.00,54.27,222.27,4.00,4.00,,
1387,2026-06-29T21:00:00+00:00,severe_wet_afternoon,277.06,5.20,5.4781,0.00,1108.24,1108.24,59.47,223.47,0.00,4.00,,
1388,2026-06-29T21:30:00+00:00,severe_wet_afternoon,277.06,2.67,2.8515,3324.72,1108.24,-2216.48,50.14,222.14,12.00,4.00,,
1389,2026-06-29T22:00:00+00:00,severe_wet_afternoon,277.06,2.28,2.4384,1108.24,0.00,-1108.24,48.42,224.42,4.00,0.00,,
1390,2026-06-29T22:30:00+00:00,severe_wet_afternoon,277.06,2.30,2.3373,0.00,1108.24,1108.24,50.72,222.72,0.00,4.00,,
1391,2026-06-29T23:00:00+00:00,severe_wet_afternoon,277.06,2.25,2.4121,0.00,1108.24,1108.24,52.97,220.97,0.00,4.00,,
1392,2026-06-29T23:30:00+00:00,severe_wet_afternoon,277.06,2.43,2.6610,1108.24,0.00,-1108.24,51.40,223.40,4.00,0.00,,
1393,2026-06-30T00:00:00+00:00,extreme_dry,228.42,0.05,0.0533,913.68,0.00,-913.68,47.45,223.45,4.00,0.00,,
1394,2026-06-30T00:30:00+00:00,extreme_dry,228.42,0.13,0.1406,0.00,0.00,0.00,47.58,223.58,0.00,0.00,,
1395,2026-06-30T01:00:00+00:00,extreme_dry,228.42,0.05,0.0525,0.00,0.00,0.00,47.63,223.63,0.00,0.00,,
1396,2026-06-30T01:30:00+00:00,extreme_dry,228.42,0.25,0.2537,0.00,0.00,0.00,47.88,223.88,0.00,0.00,,
1397,2026-06-30T02:00:00+00:00,extreme_dry,228.42,0.05,0.0521,0.00,0.00,0.00,47.93,223.93,0.00,0.00,,
1398,2026-06-30T02:30:00+00:00,extreme_dry,228.42,0.05,0.0550,0.00,0.00,0.00,47.98,223.98,0.00,0.00,,
1399,2026-06-30T03:00:00+00:00,extreme_dry,228.42,0.17,0.1768,0.00,0.00,0.00,48.15,224.15,0.00,0.00,,
1400,2026-06-30T03:30:00+00:00,extreme_dry,228.42,0.05,0.0530,0.00,0.00,0.00,48.20,224.20,0.00,0.00,,
1401,2026-06-30T04:00:00+00:00,extreme_dry,257.37,0.05,0.0542,0.00,0.00,0.00,48.25,224.25,0.00,0.00,,
1402,2026-06-30T04:30:00+00:00,extreme_dry,257.37,0.11,0.1185,0.00,0.00,0.00,48.36,224.36,0.00,0.00,,
1403,2026-06-30T05:00:00+00:00,extreme_dry,257.37,0.27,0.2932,0.00,0.00,0.00,48.63,224.63,0.00,0.00,,
1404,2026-06-30T05:30:00+00:00,extreme_dry,257.37,0.74,0.7471,0.00,0.00,0.00,49.37,225.37,0.00,0.00,,
1405,2026-06-30T06:00:00+00:00,extreme_dry,257.37,0.66,0.6841,1029.48,0.00,-1029.48,46.03,226.03,4.00,0.00,,
1406,2026-06-30T06:30:00+00:00,extreme_dry,257.37,0.56,0.5748,0.00,0.00,0.00,46.59,226.59,0.00,0.00,,
1407,2026-06-30T07:00:00+00:00,extreme_dry,257.37,0.72,0.7773,0.00,0.00,0.00,47.31,227.31,0.00,0.00,,
1408,2026-06-30T07:30:00+00:00,extreme_dry,257.37,0.47,0.5011,0.00,0.00,0.00,47.78,227.78,0.00,0.00,,
1409,2026-06-30T08:00:00+00:00,extreme_dry,282.66,0.71,0.7794,0.00,0.00,0.00,48.49,228.49,0.00,0.00,,
1410,2026-06-30T08:30:00+00:00,extreme_dry,282.66,0.66,0.6627,0.00,0.00,0.00,49.15,229.15,0.00,0.00,,
1411,2026-06-30T09:00:00+00:00,extreme_dry,282.66,0.61,0.6208,0.00,0.00,0.00,49.76,229.76,0.00,0.00,,
1412,2026-06-30T09:30:00+00:00,extreme_dry,282.66,0.64,0.6557,1130.64,0.00,-1130.64,46.40,230.40,4.00,0.00,,
1413,2026-06-30T10:00:00+00:00,extreme_dry,282.66,0.75,0.7501,0.00,0.00,0.00,47.15,231.15,0.00,0.00,,
1414,2026-06-30T10:30:00+00:00,extreme_dry,282.66,0.24,0.2429,0.00,0.00,0.00,47.39,231.39,0.00,0.00,,
1415,2026-06-30T11:00:00+00:00,extreme_dry,282.66,0.40,0.4247,0.00,0.00,0.00,47.79,231.79,0.00,0.00,,
1416,2026-06-30T11:30:00+00:00,extreme_dry,282.66,0.47,0.5151,0.00,0.00,0.00,48.26,232.26,0.00,0.00,,
1417,2026-06-30T12:00:00+00:00,extreme_dry,283.90,0.16,0.1742,0.00,0.00,0.00,48.42,232.42,0.00,0.00,,
1418,2026-06-30T12:30:00+00:00,extreme_dry,283.90,0.30,0.3292,0.00,0.00,0.00,48.72,232.72,0.00,0.00,,
1419,2026-06-30T13:00:00+00:00,extreme_dry,283.90,0.14,0.1479,0.00,0.00,0.00,48.86,232.86,0.00,0.00,,
1420,2026-06-30T13:30:00+00:00,extreme_dry,283.90,0.26,0.2768,1135.60,0.00,-1135.60,45.12,233.12,4.00,0.00,,
1421,2026-06-30T14:00:00+00:00,extreme_dry,283.90,0.15,0.1606,0.00,0.00,0.00,45.27,233.27,0.00,0.00,,
1422,2026-06-30T14:30:00+00:00,extreme_dry,283.90,0.27,0.2719,0.00,0.00,0.00,45.54,233.54,0.00,0.00,,
1423,2026-06-30T15:00:00+00:00,extreme_dry,283.90,0.43,0.4708,0.00,0.00,0.00,45.97,233.97,0.00,0.00,,
1424,2026-06-30T15:30:00+00:00,extreme_dry,283.90,0.39,0.4215,0.00,1135.60,1135.60,46.36,230.36,0.00,4.00,,
1425,2026-06-30T16:00:00+00:00,extreme_dry,302.47,0.61,0.6521,0.00,0.00,0.00,46.97,230.97,0.00,0.00,,
1426,2026-06-30T16:30:00+00:00,extreme_dry,302.47,0.84,0.8669,0.00,0.00,0.00,47.81,231.81,0.00,0.00,,
1427,2026-06-30T17:00:00+00:00,extreme_dry,302.47,0.71,0.7165,0.00,0.00,0.00,48.52,232.52,0.00,0.00,,
1428,2026-06-30T17:30:00+00:00,extreme_dry,302.47,0.84,0.9129,1209.88,0.00,-1209.88,45.36,233.36,4.00,0.00,,
1429,2026-06-30T18:00:00+00:00,extreme_dry,302.47,0.75,0.8128,0.00,0.00,0.00,46.11,234.11,0.00,0.00,,
1430,2026-06-30T18:30:00+00:00,extreme_dry,302.47,0.79,0.8387,0.00,1209.88,1209.88,46.90,230.90,0.00,4.00,,
1431,2026-06-30T19:00:00+00:00,extreme_dry,302.47,0.75,0.7536,0.00,0.00,0.00,47.65,231.65,0.00,0.00,,
1432,2026-06-30T19:30:00+00:00,extreme_dry,302.47,0.82,0.8798,0.00,0.00,0.00,48.47,232.47,0.00,0.00,,
1433,2026-06-30T20:00:00+00:00,extreme_dry,277.06,0.65,0.7127,1108.24,0.00,-1108.24,45.12,233.12,4.00,0.00,,
1434,2026-06-30T20:30:00+00:00,extreme_dry,277.06,0.86,0.8952,0.00,0.00,0.00,45.98,233.98,0.00,0.00,,
1435,2026-06-30T21:00:00+00:00,extreme_dry,277.06,0.81,0.8127,0.00,1108.24,1108.24,46.79,230.79,0.00,4.00,,
1436,2026-06-30T21:30:00+00:00,extreme_dry,277.06,0.05,0.0545,0.00,0.00,0.00,46.84,230.84,0.00,0.00,,
1437,2026-06-30T22:00:00+00:00,extreme_dry,277.06,0.08,0.0874,0.00,0.00,0.00,46.92,230.92,0.00,0.00,,
1438,2026-06-30T22:30:00+00:00,extreme_dry,277.06,0.15,0.1549,0.00,0.00,0.00,47.07,231.07,0.00,0.00,,
1439,2026-06-30T23:00:00+00:00,extreme_dry,277.06,0.12,0.1259,0.00,0.00,0.00,47.19,231.19,0.00,0.00,,
1440,2026-06-30T23:30:00+00:00,extreme_dry,277.06,0.26,0.2772,0.00,0.00,0.00,47.45,231.45,0.00,0.00,,
